row_number,record_key,reason,payment_id,booking_id,payment_time,payment_method,payment_status,amount,currency,refund_amount,created_at,updated_at
27092,PAY-0C0E8611-60F7-5B14-B907-AC1D4E993AAD,Invalid amount,PAY-0c0e8611-60f7-5b14-b907-ac1d4e993aad,BKG-0c0e8611-60f7-5b14-b907-ac1d4e993aad,2026-03-06 15:20:00,DEBIT_CARD,PAID,not-a-number,USD,0,2026-03-06 15:11:00,2026-03-09 13:11:00
27827,PAY-6B3E69A1-311F-538C-95F1-1E8C9D87006F,Missing booking_id,PAY-6b3e69a1-311f-538c-95f1-1e8c9d87006f,,2026-01-29 02:28:00,DEBIT_CARD,PAID,121.07,USD,0,2026-01-29 01:44:00,2026-01-30 10:44:00
28438,PAY-36B23A35-2F2C-5BC5-99AD-24CC98456C1B,Missing booking_id,PAY-36b23a35-2f2c-5bc5-99ad-24cc98456c1b,,2026-02-05 20:50:00,PAYPAL,PAID,175.49,USD,0,2026-02-05 18:39:00,2026-02-05 21:39:00
29179,PAY-1B4DDF7B-D206-5717-86C7-6F8FA8533BBC,Missing booking_id,PAY-1b4ddf7b-d206-5717-86c7-6f8fa8533bbc,,2026-01-22 04:04:00,CREDIT_CARD,PAID,207.62,USD,0,2026-01-22 02:18:00,2026-01-23 18:18:00
29219,PAY-C73E0017-D25F-5002-AF0F-EC71802C55A3,Missing booking_id,PAY-c73e0017-d25f-5002-af0f-ec71802c55a3,,2026-03-17 08:01:00,DEBIT_CARD,PAID,218.46,USD,0,2026-03-17 07:21:00,2026-03-17 22:21:00
29458,row-29458,Missing payment_id,,BKG-aba2157a-1130-5bcc-b0ae-04101cf520dd,2026-03-30 19:01:00,CREDIT_CARD,PAID,314.01,USD,0,2026-03-30 16:14:00,2026-03-31 11:14:00
29632,PAY-5A281B4D-62A1-536F-AB0B-901A6D8EC6D8,Missing booking_id,PAY-5a281b4d-62a1-536f-ab0b-901a6d8ec6d8,,2026-04-01 13:03:00,CREDIT_CARD,PAID,140.74,USD,0,2026-04-01 12:24:00,2026-04-02 00:24:00
30202,PAY-927EEE6D-CCC2-53CD-B11B-BA7F0259FF4A,Invalid amount,PAY-927eee6d-ccc2-53cd-b11b-ba7f0259ff4a,BKG-927eee6d-ccc2-53cd-b11b-ba7f0259ff4a,2026-04-18 11:42:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-04-18 11:03:00,2026-04-21 10:03:00
30234,PAY-BF964609-E795-50B8-BFDF-33AA47174A85,Missing booking_id,PAY-bf964609-e795-50b8-bfdf-33aa47174a85,,2026-02-08 00:06:00,PAYPAL,PAID,225.34,USD,0,2026-02-07 22:42:00,2026-02-07 22:42:00
30280,PAY-3E4DBD91-C7EE-53EE-86A4-BB65B0F4D6A1,Missing booking_id,PAY-3e4dbd91-c7ee-53ee-86a4-bb65b0f4d6a1,,2026-04-08 17:11:00,PAYPAL,PAID,218.63,USD,0,2026-04-08 16:15:00,2026-04-10 01:15:00
30589,PAY-4ED62FD0-0300-51AC-820B-4B7BACED65D2,Missing booking_id,PAY-4ed62fd0-0300-51ac-820b-4b7baced65d2,,2026-02-01 14:46:00,PAYPAL,PAID,196.58,USD,0,2026-02-01 11:52:00,2026-02-02 19:52:00
30907,PAY-6AC6B7F5-B8CB-5B10-911B-31BEC5AD5958,Invalid amount,PAY-6ac6b7f5-b8cb-5b10-911b-31bec5ad5958,BKG-6ac6b7f5-b8cb-5b10-911b-31bec5ad5958,2026-03-16 21:09:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-16 19:33:00,2026-03-18 13:33:00
31045,PAY-EEFE46E4-E7AE-5A5C-A64F-F8921E25256E,Invalid amount,PAY-eefe46e4-e7ae-5a5c-a64f-f8921e25256e,BKG-eefe46e4-e7ae-5a5c-a64f-f8921e25256e,2026-03-30 10:31:00,BANK_TRANSFER,PAID,not-a-number,USD,0,2026-03-30 10:03:00,2026-04-01 16:03:00
31106,PAY-6CCFAB7E-AE2F-56DC-A549-F9F53AD8FB55,Missing booking_id,PAY-6ccfab7e-ae2f-56dc-a549-f9f53ad8fb55,,2026-03-21 06:52:00,CREDIT_CARD,PAID,170.01,USD,0,2026-03-21 06:16:00,2026-03-23 20:16:00
31197,PAY-25F55D59-C5E7-5BCA-8625-6FBC4CD959EE,Missing booking_id,PAY-25f55d59-c5e7-5bca-8625-6fbc4cd959ee,,2026-02-17 05:42:00,BANK_TRANSFER,PAID,105.57,USD,0,2026-02-17 03:33:00,2026-02-18 02:33:00
31198,PAY-25F55D59-C5E7-5BCA-8625-6FBC4CD959EE,Missing booking_id,PAY-25f55d59-c5e7-5bca-8625-6fbc4cd959ee,,2026-02-17 05:42:00,BANK_TRANSFER,paid,108.07,USD,0,2026-02-17 03:33:00,2026-02-18 20:33:00
31296,row-31296,Missing payment_id,,BKG-7f59da01-1b6f-5921-acaa-55edfc842bc6,2026-01-29 08:13:00,PAYPAL,PAID,112.31,USD,0,2026-01-29 06:55:00,2026-01-30 01:55:00
31332,PAY-FEF79CFF-D924-565E-9072-C16ED676F14B,Invalid amount,PAY-fef79cff-d924-565e-9072-c16ed676f14b,BKG-fef79cff-d924-565e-9072-c16ed676f14b,2026-03-28 05:54:00,Credit_Card,PAID,not-a-number,USD,0,2026-03-28 03:22:00,2026-03-30 02:22:00
31358,PAY-A804B690-68F7-5571-B05C-480BDA314347,Missing booking_id,PAY-a804b690-68f7-5571-b05c-480bda314347,,2026-02-28 10:29:00,PAYPAL,PAID,124.15,USD,0,2026-02-28 09:44:00,2026-03-01 23:44:00
31359,PAY-A804B690-68F7-5571-B05C-480BDA314347,Missing booking_id,PAY-a804b690-68f7-5571-b05c-480bda314347,,2026-02-28 10:29:00,PAYPAL,paid,125.15,USD,0,2026-02-28 09:44:00,2026-03-03 19:44:00
31484,PAY-14EB1240-B61D-5824-94DA-5CD0CBCDCB27,Missing booking_id,PAY-14eb1240-b61d-5824-94da-5cd0cbcdcb27,,2026-01-09 15:01:00,DEBIT_CARD,PAID,95.9,USD,0,2026-01-09 14:22:00,2026-01-11 01:22:00
32219,row-32219,Missing payment_id,,BKG-0a38717c-6cea-5180-9343-ac4c7ab42769,2026-03-27 14:05:00,Paypal,PAID,107.52,USD,0,2026-03-27 12:57:00,2026-03-27 22:57:00
32473,PAY-3077F3B7-6CBD-577D-A99C-A4075A8F00C5,Missing booking_id,PAY-3077f3b7-6cbd-577d-a99c-a4075a8f00c5,,2026-02-07 13:29:00,DEBIT_CARD,PAID,133.13,USD,0,2026-02-07 11:55:00,2026-02-08 04:55:00
32510,row-32510,Missing payment_id,,BKG-14914ce5-7920-52ba-80df-89755cad7aa0,2026-03-06 10:53:00,Credit_Card,PAID,89.4,USD,0,2026-03-06 09:37:00,2026-03-08 17:37:00
32539,PAY-612C1B38-35C6-58D7-805C-36D058D67AFF,Invalid amount,PAY-612c1b38-35c6-58d7-805c-36d058d67aff, BKG-612c1b38-35c6-58d7-805c-36d058d67aff ,2026-02-09 16:58:00,CREDIT_CARD,SUCCESS,not-a-number,USD,0,2026-02-09 14:36:00,2026-02-09 18:36:00
33347,PAY-1089D4A5-3F54-5D58-9F68-F4AFF5A911F5,Missing booking_id,PAY-1089d4a5-3f54-5d58-9f68-f4aff5a911f5,,2026-03-14 17:55:00,CREDIT_CARD,REFUNDED,275.43,USD,275.43,2026-03-14 16:11:00,2026-03-16 13:11:00
33456,PAY-E65D2858-77EC-5538-8BC8-81CAC4ED183E,Missing booking_id,PAY-e65d2858-77ec-5538-8bc8-81cac4ed183e,,2026-02-20 15:14:00,CREDIT_CARD,PAID,221.61,USD,0,2026-02-20 13:22:00,2026-02-20 18:22:00
33525,row-33525,Missing payment_id,,bkg-94e961c9-1e4f-5502-b09f-e60d467fcd4b,2026-02-18 14:58:00,DEBIT_CARD,PAID,224.1,usd,0,2026-02-18 13:31:00,2026-02-18 22:31:00
34082,row-34082,Missing payment_id,,BKG-8516fd5e-4697-5cd2-be5d-5dd3077faaac,2026-03-08 16:50:00,DEBIT_CARD,FAILED,0,USD,0,2026-03-08 15:36:00,2026-03-09 09:36:00
34215,row-34215,Missing payment_id,,BKG-88aa43c7-3292-5ab2-aa10-f1d8215facd8,2026-03-25 05:51:00,CREDIT_CARD,REFUNDED,234.7,USD,234.7,2026-03-25 05:43:00,2026-03-27 12:43:00
34357,PAY-DF3826DB-BDFB-5442-A320-7D3A461421BE,Missing booking_id,PAY-df3826db-bdfb-5442-a320-7d3a461421be,,2026-04-02 00:11:00,DEBIT_CARD,PAID,240.91,USD,0,2026-04-01 21:12:00,2026-04-03 15:12:00
34811,PAY-49B46BD9-BF5E-54DD-8D70-276F3706F29A,Missing booking_id,PAY-49b46bd9-bf5e-54dd-8d70-276f3706f29a,,2026-01-10 07:59:00,DEBIT_CARD,PAID,151.26,USD,0,2026-01-10 07:53:00,2026-01-12 15:53:00
35212,PAY-5F07138E-1825-5389-B667-3F057711A2F1,Missing booking_id,PAY-5f07138e-1825-5389-b667-3f057711a2f1,,2026-03-13 01:24:00,DEBIT_CARD,PAID,155.42,USD,0,2026-03-12 23:25:00,2026-03-13 16:25:00
35234,PAY-8EC4BB0B-5079-5172-B4F2-531106F54365,Invalid amount,PAY-8ec4bb0b-5079-5172-b4f2-531106f54365,BKG-8ec4bb0b-5079-5172-b4f2-531106f54365,2026-01-07 22:48:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-07 22:32:00,2026-01-10 01:32:00
35328,PAY-F7631A60-C612-55E9-AD54-29DB35C743B8,Missing booking_id,PAY-f7631a60-c612-55e9-ad54-29db35c743b8,,2026-03-26 05:29:00,CREDIT_CARD,PAID,160.73,USD,0,2026-03-26 05:01:00,2026-03-27 11:01:00
35728,row-35728,Missing payment_id,,BKG-a7ba36da-48ec-52b0-af4f-3abce80ed0d2,2026-01-07 03:37:00,credit_card,REFUNDED,142.31,USD,142.31,2026-01-07 01:39:00,2026-01-08 06:39:00
36084,PAY-039AC702-D3B6-5D3B-A26A-15620C3F65DA,Missing booking_id,PAY-039ac702-d3b6-5d3b-a26a-15620c3f65da,,2026-02-03 07:18:00,DEBIT_CARD,PAID,177.03,USD,0,2026-02-03 06:09:00,2026-02-04 07:09:00
36405,PAY-D0535BF5-425F-5D89-8F80-5DFC2B1917C5,Missing booking_id,PAY-d0535bf5-425f-5d89-8f80-5dfc2b1917c5,,2026-02-19 03:12:00,DEBIT_CARD,PAID,132.6,USD,0,2026-02-19 02:50:00,2026-02-21 02:50:00
36714,PAY-8BD53EFE-B87B-5E4B-B204-5459CF287220,Missing booking_id,PAY-8bd53efe-b87b-5e4b-b204-5459cf287220,,2026-02-19 04:06:00,CREDIT_CARD,PAID,162.46,USD,0,2026-02-19 01:56:00,2026-02-20 16:56:00
36872,PAY-89356FF8-BBF6-5235-8D9B-6E21C52D3960,Missing booking_id,PAY-89356ff8-bbf6-5235-8d9b-6e21c52d3960,,2026-01-19 00:40:00, CREDIT_CARD ,PAID,148.81,USD,0,2026-01-18 23:26:00,2026-01-20 04:26:00
37002,PAY-DFF1DEFE-AED1-58EC-80C7-0014D61ED12F,Missing booking_id,PAY-dff1defe-aed1-58ec-80c7-0014d61ed12f,,2026-03-01 22:06:00,CREDIT_CARD,PAID,175.17,USD,0,2026-03-01 20:14:00,2026-03-02 01:14:00
37053,PAY-D1767277-DB3E-5CF0-AE0E-952D42573019,Missing booking_id,PAY-d1767277-db3e-5cf0-ae0e-952d42573019,,2026-01-12 08:51:00,Credit_Card,PAID,154.93,USD,0,2026-01-12 07:32:00,2026-01-14 22:32:00
37062,PAY-B80C1796-7B4A-57E5-8772-3E8DBDFE4F2F,Invalid amount,PAY-b80c1796-7b4a-57e5-8772-3e8dbdfe4f2f,BKG-b80c1796-7b4a-57e5-8772-3e8dbdfe4f2f,2026-02-23 06:27:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-23 04:14:00,2026-02-25 01:14:00
37063,PAY-F480864B-6AE8-55C6-9EC3-FD184A762673,Missing booking_id,PAY-f480864b-6ae8-55c6-9ec3-fd184a762673,,2026-02-17 09:38:00,DEBIT_CARD,SETTLED,141.84,USD,0,2026-02-17 06:49:00,2026-02-17 19:49:00
37304,row-37304,Missing payment_id,,BKG-08dca93b-9d41-5fca-bdc7-2c3124c2f24a,2026-02-24 21:57:00,CREDIT_CARD,PAID,157.27,USD,0,2026-02-24 19:08:00,2026-02-26 20:08:00
37727,PAY-1040799F-97ED-58DF-8718-311023F87C79,Invalid amount,PAY-1040799f-97ed-58df-8718-311023f87c79,BKG-1040799f-97ed-58df-8718-311023f87c79,2026-03-09 08:36:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-09 06:53:00,2026-03-10 18:53:00
37955,PAY-B64FBAE6-F328-5097-B750-6E9796175AE1,Invalid amount,PAY-b64fbae6-f328-5097-b750-6e9796175ae1,BKG-b64fbae6-f328-5097-b750-6e9796175ae1,2026-02-12 08:35:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-12 07:29:00,2026-02-13 05:29:00
38116,row-38116,Missing payment_id,,BKG-ddb2c059-e1ce-5274-92c7-a7db5096ac16,2026-01-31 00:05:00,CREDIT_CARD,PAID,180.89,USD,0,2026-01-30 21:46:00,2026-02-02 16:46:00
38207,row-38207,Missing payment_id,,BKG-c0a7c694-8bff-50ce-9ff4-c0ab758aa57c,2026-04-05 12:07:00,DEBIT_CARD,PAID,103.8,USD,0,2026-04-05 11:24:00,2026-04-07 00:24:00
38270,PAY-ACC1E43D-D9EC-5EF3-82D1-6C75918E00AF,Missing booking_id,PAY-acc1e43d-d9ec-5ef3-82d1-6c75918e00af,,2026-04-20 02:29:00,CREDIT_CARD,SUCCESS,150.24,USD,0,2026-04-20 01:26:00,2026-04-21 08:26:00
38398,row-38398,Missing payment_id,,BKG-5e1e61de-2d61-540a-9aea-2ebd5d4ea97f,2026-03-20 14:31:00,CREDIT_CARD,PAID,137.31,USD,0,2026-03-20 14:08:00,2026-03-21 22:08:00
38830,PAY-F022021E-143D-59D1-AF1B-212AB1F13560,Missing booking_id,PAY-f022021e-143d-59d1-af1b-212ab1f13560,,2026-04-25 00:35:00,CREDIT_CARD,PAID,157.53,USD,0,2026-04-24 21:39:00,2026-04-27 01:39:00
38872,PAY-4515E1F1-D7F8-5866-A0D4-CE9662334D87,Missing booking_id,PAY-4515e1f1-d7f8-5866-a0d4-ce9662334d87,,2026-04-24 05:36:00,CREDIT_CARD,FAILED,0,Usd,0,2026-04-24 02:40:00,2026-04-24 15:40:00
39034,PAY-640AE3E5-C23F-5E37-AE0E-D5ECEE7571C6,Invalid amount,PAY-640ae3e5-c23f-5e37-ae0e-d5ecee7571c6,BKG-640ae3e5-c23f-5e37-ae0e-d5ecee7571c6,2026-04-23 02:58:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-04-23 02:21:00,2026-04-25 02:21:00
39064,PAY-C2A07BB4-C630-5186-8598-7B8282BC3F85,Missing booking_id,PAY-c2a07bb4-c630-5186-8598-7b8282bc3f85,,2026-03-07 06:26:00,CREDIT_CARD, paid ,191.87,USD,0,2026-03-07 04:27:00,2026-03-09 13:27:00
39233,PAY-E00A79D7-7178-5F5C-AA88-52CEF1F98DE0,Invalid amount,PAY-e00a79d7-7178-5f5c-aa88-52cef1f98de0,BKG-e00a79d7-7178-5f5c-aa88-52cef1f98de0,2026-01-26 13:08:00,PAYPAL, paid ,not-a-number,USD,0,2026-01-26 11:50:00,2026-01-28 23:50:00
39534,PAY-8A9F12FF-7916-597E-A5EE-BDDC9E81A023,Missing booking_id,Pay-8A9F12Ff-7916-597E-A5Ee-Bddc9E81A023,,2026-02-26 00:45:00, CREDIT_CARD ,PAID,103.51,USD,0,2026-02-25 23:15:00,2026-02-28 14:15:00
39583,PAY-2D8C3715-5DAB-564D-B6AB-6C35B3FF4DBA,Invalid amount,PAY-2d8c3715-5dab-564d-b6ab-6c35b3ff4dba,BKG-2d8c3715-5dab-564d-b6ab-6c35b3ff4dba,2026-02-03 15:40:00,PAYPAL,PAID,not-a-number,USD,0,2026-02-03 14:30:00,2026-02-04 23:30:00
40130,PAY-FB704024-09F8-5442-8BB7-76291CF74D95,Missing booking_id,PAY-fb704024-09f8-5442-8bb7-76291cf74d95,,2026-02-23 10:00:00,DEBIT_CARD,PAID,77.68,USD,0,2026-02-23 08:52:00,2026-02-25 10:52:00
41425,PAY-1C219C6A-DA4A-5AF5-BDA1-9E4F645789F7,Invalid amount,PAY-1c219c6a-da4a-5af5-bda1-9e4f645789f7,BKG-1c219c6a-da4a-5af5-bda1-9e4f645789f7,2026-03-22 18:40:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-22 17:50:00,2026-03-24 20:50:00
41481,PAY-B0BEB0FB-3706-5297-86CB-AEB8DFA726FF,Invalid amount,PAY-b0beb0fb-3706-5297-86cb-aeb8dfa726ff,BKG-b0beb0fb-3706-5297-86cb-aeb8dfa726ff,2026-01-22 06:46:00,PAYPAL,PAID,not-a-number,USD,0,2026-01-22 04:44:00,2026-01-24 22:44:00
41506,PAY-917A1CAC-7EC5-5C0C-B7C6-6E16F2E42568,Invalid amount,PAY-917a1cac-7ec5-5c0c-b7c6-6e16f2e42568,BKG-917a1cac-7ec5-5c0c-b7c6-6e16f2e42568,2026-02-10 16:18:00,CREDIT_CARD,PAID,not-a-number,usd,0,2026-02-10 15:47:00,2026-02-11 17:47:00
41656,PAY-B9DBA233-156C-59BB-A4B6-292949E7BE82,Missing booking_id,PAY-b9dba233-156c-59bb-a4b6-292949e7be82,,2026-03-02 02:35:00,DEBIT_CARD,PAID,283.7,USD,0,2026-03-02 00:48:00,2026-03-03 07:48:00
41788,PAY-D30FB320-A4C7-543B-9D7C-D68C1867DAEF,Invalid amount,PAY-d30fb320-a4c7-543b-9d7c-d68c1867daef,BKG-d30fb320-a4c7-543b-9d7c-d68c1867daef,2026-03-06 21:33:00,CREDIT_CARD,paid,not-a-number,USD,0,2026-03-06 21:29:00,2026-03-06 21:29:00
42303,PAY-C175B384-432C-5F55-8C0B-5E4B19E1BEF2,Missing booking_id,PAY-c175b384-432c-5f55-8c0b-5e4b19e1bef2,,2026-04-01 00:29:00,PAYPAL,PAID,256.22,USD,0,2026-03-31 22:33:00,2026-04-03 03:33:00
42342,PAY-9BF6D6DD-6862-5036-8912-7AFF04C12FF1,Missing booking_id,PAY-9bf6d6dd-6862-5036-8912-7aff04c12ff1,,2026-04-17 10:40:00,BANK_TRANSFER,REFUNDED,191.33,USD,191.33,2026-04-17 08:47:00,2026-04-20 08:47:00
42393,row-42393,Missing payment_id,,BKG-91ab83a2-e0eb-5621-8643-a2c6af046c14,2026-03-19 19:20:00,CREDIT_CARD,PAID,234.61,USD,0,2026-03-19 19:10:00,2026-03-20 07:10:00
42855,PAY-E8997DF9-B43C-5BD9-A4B0-E3329CA23957,Missing booking_id,PAY-e8997df9-b43c-5bd9-a4b0-e3329ca23957,,2026-02-12 19:20:00,PAYPAL,PAID,262.95,USD,0,2026-02-12 18:54:00,2026-02-14 05:54:00
43076,PAY-B750EBC8-DEFC-5666-9339-4266576A0065,Missing booking_id,PAY-b750ebc8-defc-5666-9339-4266576a0065,,2026-01-12 22:49:00,CREDIT_CARD,PAID,241.93, USD ,0,2026-01-12 20:51:00,2026-01-14 06:51:00
43103,PAY-5E262673-48CE-5610-B181-EA4456C866BA,Missing booking_id,PAY-5e262673-48ce-5610-b181-ea4456c866ba,,2026-01-10 04:33:00,CREDIT_CARD,PAID,207.89,USD,0,2026-01-10 03:00:00,2026-01-12 22:00:00
43109,PAY-1FEEBA9C-8228-5D0B-ABEB-8C5407E3DEBF,Invalid amount,PAY-1feeba9c-8228-5d0b-abeb-8c5407e3debf,BKG-1feeba9c-8228-5d0b-abeb-8c5407e3debf,2026-02-15 04:02:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-15 03:11:00,2026-02-17 15:11:00
43755,PAY-DE7000AF-9DA6-5AEF-8CE9-35D1A304C81A,Missing booking_id,PAY-de7000af-9da6-5aef-8ce9-35d1a304c81a,,2026-03-01 06:48:00,DEBIT_CARD,PAID,249.86,USD,0,2026-03-01 06:33:00,2026-03-01 17:33:00
44056,row-44056,Missing payment_id,,BKG-8900fc65-1f92-54c2-9b4f-840d4f1e42e8,2026-02-26 14:30:00,CREDIT_CARD,PAID,198.04,USD,0,2026-02-26 13:10:00,2026-03-01 02:10:00
44445,PAY-268644E2-56F6-5778-9B0C-60B0927FABBD,Invalid amount,PAY-268644e2-56f6-5778-9b0c-60b0927fabbd,BKG-268644e2-56f6-5778-9b0c-60b0927fabbd,2026-04-17 12:46:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-04-17 10:35:00,2026-04-20 04:35:00
44544,PAY-A8CD31DE-8D07-5170-9C37-1B4D9B5D4D7C,Missing booking_id,PAY-a8cd31de-8d07-5170-9c37-1b4d9b5d4d7c,,2026-03-16 01:07:00,CREDIT_CARD,PAID,203.63,USD,0,2026-03-16 00:27:00,2026-03-18 23:27:00
44683,PAY-E08555BA-A858-5C3A-AF7E-44D511DB6959,Missing booking_id,PAY-e08555ba-a858-5c3a-af7e-44d511db6959,,2026-04-11 02:47:00,CREDIT_CARD,PAID,265.47,USD,0,2026-04-11 02:25:00,2026-04-13 03:25:00
44798,PAY-DBCBD8EF-3954-5CBE-9D3B-65F132DC370E,Invalid amount,PAY-dbcbd8ef-3954-5cbe-9d3b-65f132dc370e,BKG-dbcbd8ef-3954-5cbe-9d3b-65f132dc370e,2026-04-19 08:36:00,Credit_Card,PAID,not-a-number,USD,0,2026-04-19 08:01:00,2026-04-21 02:01:00
45026,PAY-EED37BBF-6585-5F55-AC7B-0197F13E9C96,Invalid amount,PAY-eed37bbf-6585-5f55-ac7b-0197f13e9c96,BKG-eed37bbf-6585-5f55-ac7b-0197f13e9c96,2026-01-29 01:31:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-28 22:50:00,2026-01-29 07:50:00
45039,row-45039,Missing payment_id,,BKG-71564f80-7580-5acc-a9bb-2f724641725e,2026-04-12 19:49:00,CREDIT_CARD, paid ,358.93,USD,0,2026-04-12 19:44:00,2026-04-15 02:44:00
45483,PAY-F8353992-5680-50C5-97A4-72B53D365422,Invalid amount,PAY-f8353992-5680-50c5-97a4-72b53d365422,BKG-f8353992-5680-50c5-97a4-72b53d365422,2026-03-17 13:00:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-17 12:10:00,2026-03-19 14:10:00
45513,row-45513,Missing payment_id,,BKG-a742c3a1-e3ab-591b-b79a-4a482a4bd166,2026-03-26 01:17:00,CREDIT_CARD,PAID,245.31,USD,0,2026-03-25 23:55:00,2026-03-26 09:55:00
45613,PAY-E3BCE065-E102-5FD6-B75B-83E9A2F0431B,Missing booking_id,PAY-e3bce065-e102-5fd6-b75b-83e9a2f0431b,,2026-02-24 16:59:00,PAYPAL,PAID,405.9,USD,0,2026-02-24 14:15:00,2026-02-27 06:15:00
45821,PAY-3A43AE13-4874-57C4-A303-FAEBFCE41678,Missing booking_id,PAY-3a43ae13-4874-57c4-a303-faebfce41678,,2026-03-05 20:02:00,BANK_TRANSFER,PAID,415.65,USD,0,2026-03-05 17:07:00,2026-03-07 06:07:00
45825,PAY-AE0E0E55-31AF-5AF3-853E-F041C0E7F62A,Invalid amount,PAY-ae0e0e55-31af-5af3-853e-f041c0e7f62a,BKG-ae0e0e55-31af-5af3-853e-f041c0e7f62a,2026-01-12 21:57:00,CREDIT_CARD,SUCCESS,not-a-number,USD,0,2026-01-12 21:42:00,2026-01-13 07:42:00
45887,row-45887,Missing payment_id,,BKG-4fdc7e94-ee12-5524-a114-3146aea10cb4,2026-03-17 11:19:00,DEBIT_CARD,PAID,489.46,USD,0,2026-03-17 08:25:00,2026-03-18 20:25:00
45963,PAY-22CA3B63-D4FE-5A90-BFC3-5E2243C697E5,Invalid amount,PAY-22ca3b63-d4fe-5a90-bfc3-5e2243c697e5,BKG-22ca3b63-d4fe-5a90-bfc3-5e2243c697e5,2026-01-19 22:49:00,DEBIT_CARD,PAID,not-a-number,USD,0,2026-01-19 21:02:00,2026-01-22 06:02:00
46451,PAY-56049E5D-68CB-5DA2-8F8F-D7AA0CE7D112,Invalid amount,PAY-56049e5d-68cb-5da2-8f8f-d7aa0ce7d112,BKG-56049e5d-68cb-5da2-8f8f-d7aa0ce7d112,2026-02-26 08:15:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-26 07:21:00,2026-02-27 01:21:00
46455,PAY-E088449D-15FF-57FE-9927-1D0A8D89FE0D,Missing booking_id,PAY-e088449d-15ff-57fe-9927-1d0a8d89fe0d,,2026-02-08 10:32:00,DEBIT_CARD,PAID,388.23,USD,0,2026-02-08 08:32:00,2026-02-09 11:32:00
46479,row-46479,Missing payment_id,,BKG-193876b6-2147-5437-92ae-03c64da89e5f,2026-01-18 03:21:00,CREDIT_CARD,PAID,505.62,USD,0,2026-01-18 03:20:00,2026-01-20 20:20:00
46826,PAY-7ADA197C-2508-545F-B7C6-95D62C0A7B60,Invalid amount,PAY-7ada197c-2508-545f-b7c6-95d62c0a7b60,BKG-7ada197c-2508-545f-b7c6-95d62c0a7b60,2026-03-10 06:37:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-10 04:25:00,2026-03-11 12:25:00
46929,PAY-7E31EC74-3DA7-5B80-996A-706AEEFC6B47,Missing booking_id,PAY-7e31ec74-3da7-5b80-996a-706aeefc6b47,,2026-02-22 23:37:00,CREDIT_CARD,PAID,426.56,USD,0,2026-02-22 22:24:00,2026-02-23 12:24:00
47143,row-47143,Missing payment_id,,BKG-cb261882-f3f2-5cea-950a-1eadf74c1091,2026-03-09 07:30:00,CREDIT_CARD, paid ,552.74,Usd,0,2026-03-09 05:53:00,2026-03-10 14:53:00
47169,PAY-EBFD4307-CF7E-5924-8022-AD55B0FFA82A,Missing booking_id,PAY-ebfd4307-cf7e-5924-8022-ad55b0ffa82a,,2026-03-03 00:45:00,PAYPAL,PAID,510.6,USD,0,2026-03-02 23:28:00,2026-03-04 01:28:00
47537,PAY-6592099C-B7E8-5310-AA23-0CAABC048F49,Missing booking_id,PAY-6592099c-b7e8-5310-aa23-0caabc048f49,,2026-04-20 06:48:00,debit_card,FAILED,0,USD,0,2026-04-20 06:45:00,2026-04-21 22:45:00
47984,row-47984,Missing payment_id,,BKG-17028693-6fda-5a67-8096-4f4eab6fd078,2026-01-26 04:10:00,CREDIT_CARD,PAID,264.21,USD,0,2026-01-26 04:01:00,2026-01-29 04:01:00
48257,PAY-1EFA377A-092F-55D1-ADBD-435120C78C37,Invalid amount,PAY-1efa377a-092f-55d1-adbd-435120c78c37,BKG-1efa377a-092f-55d1-adbd-435120c78c37,2026-03-11 16:41:00,CREDIT_CARD,REFUNDED,not-a-number,USD,514.9,2026-03-11 16:23:00,2026-03-12 17:23:00
48422,PAY-4E82CCE2-C15D-5FA7-A1B6-D7D967911D86,Invalid amount,PAY-4e82cce2-c15d-5fa7-a1b6-d7d967911d86,BKG-4e82cce2-c15d-5fa7-a1b6-d7d967911d86,2026-02-08 12:57:00,DEBIT_CARD,PAID,not-a-number,USD,0,2026-02-08 12:15:00,2026-02-09 11:15:00
49260,PAY-9ABC2A23-CB8F-5146-B1F7-27B25697253B,Invalid amount,PAY-9abc2a23-cb8f-5146-b1f7-27b25697253b,BKG-9abc2a23-cb8f-5146-b1f7-27b25697253b,2026-01-24 10:18:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-24 08:37:00,2026-01-24 17:37:00
